URL,LIKES,SHARES
http://occupy-monsanto.com/the-10-biggest-gmo-pr-disasters-of-2012/,9,37
http://occupy-monsanto.com/tag/gmo-flowers/,1,1
http://occupy-monsanto.com/tag/gmo-food/,0,0
,,
http://occupy-monsanto.com/tag/gmo-foods/,0,0
http://occupy-monsanto.com/tag/trader-joes/,30,97
http://occupy-monsanto.com/kenya-bans-importation-of-gmo-foods/,450,268
,,
http://occupy-monsanto.com/genetic-crimes-unit/biohazards/,35,94
http://occupy-monsanto.com/tag/gmo-free-midwest/,2,7
http://occupy-monsanto.com/tag/gmos-contaminate-food/,0,0
http://www.greenpeace.org/usa/sustainable-agriculture/issues/gmos/,0,1
http://www.greenpeace.org/international/en/campaigns/agriculture/problem/genetic-engineering/,551,451
http://www.greenpeace.org/australia/en/what-we-do/Food/,581,119
http://www.greenpeace.org/canada/en/campaigns/More/,18,10
http://www.greenpeace.org/international/en/getinvolved/gmo-potato/,16,8
http://www.greenpeace.org/eu-unit/en/Publications/2015/Juncker-breaks-promise-to-make-EU-GMO-decisions-more-democratic/,40,15
http://www.greenpeace.org/international/en/news/Blogs/makingwaves/eat-it-up-monsanto/blog/39002/,587,1145
http://www.greenpeace.org/international/en/press/releases/gmo-contamination-in-kuwait-re/,0,2
http://www.greenpeace.org/seasia/ph/What-we-do/Genetic-Engineering/gmo-no-thanks/,857,291
http://www.greenpeace.org/eu-unit/en/Publications/2015/Letter-to-Commission-president-Juncker-on-GMO-review/,0,0
http://www.greenpeace.org/usa/watch-bill-nye-science-guy-explains-gmos/,0,1
http://www.greenpeace.org/international/en/news/features/gmo-q-and-a/,1,7
http://www.greenpeace.org/seasia/ph/press/releases/Philippine-white-corn-contaminated-with-GMOs-Greenpeace-demands-investigation/,11,13
http://www.greenpeace.org/usa/colorado-gmo-labeling/,0,0
http://www.greenpeace.org/eu-unit/en/News/2014/Member-states-agree-on-right-to-ban-GMO-cultivation-at-national-level/,0,9
http://articles.mercola.com/sites/articles/archive/2013/08/06/genetic-modification.aspx,1944,3588
http://articles.mercola.com/sites/articles/archive/2013/10/06/dr-huber-gmo-foods.aspx,3161,6126
http://articles.mercola.com/sites/articles/archive/2014/10/11/gmo-food-labeling.aspx,6591,7341
http://articles.mercola.com/sites/articles/archive/2015/04/21/boycott-gmos-roundup.aspx,3675,1230
http://articles.mercola.com/sites/articles/archive/2015/04/19/gmo-awareness-campaign-continues.aspx,4674,930
http://articles.mercola.com/sites/articles/archive/2013/04/30/monsanto-gmo-corn.aspx,4931,8191
http://articles.mercola.com/sites/articles/archive/2013/09/01/gmo-eradication.aspx,5945,7276
http://articles.mercola.com/sites/articles/archive/2011/04/27/19-studies-link-gmo-foods-to-organ-disruption.aspx,3468,6476
http://articles.mercola.com/sites/articles/archive/2011/09/26/why-are-toxin-proteins--genetically-engineered-into-your-food.aspx,693,752
http://www.davidsuzuki.org/what-you-can-do/queen-of-green/faqs/food/understanding-gmo/,2041,2514
